3
service_119,1,4,1
service_120,36,6,1
service_121,707,12,8
service_122,168,7,1
service_123,7085,74,56
service_124,347,3,1
service_125,281,1,1
service_126,216,7,50
service_127,15,4,2
service_128,12752,71,72
service_129,690,12,14
service_130,96,95,6
service_131,231,4,39
service_132,24,2,4
service_133,866,10,14
service_134,21769,6,2
service_135,13,2,2
service_136,385,1,4
service_137,12881,6,3
service_138,2,5,2
service_139,867,6,16
service_140,22,5,3
service_141,20,6,4
service_142,12305,70,77
service_143,15,3,2
service_144,534,8,45
service_145,451,2,48
service_146,14451,3,2
service_147,6320,67,39
service_148,16275,6,1
service_149,11052,4,2
service_150,556,124,4
service_151,106,4,4
service_152,392,5,4
service_153,1,3,3
service_154,437,7,1
service_155,8,3,4
service_156,1,4,3
service_157,371,3,1
service_158,3548,16,12
service_159,304,1,1
service_160,70,8,1
service_161,134,4,3
service_162,17449,3,2
service_163,143,7,1
service_164,881,4,15
service_165,5853,94,44
service_166,441,16,4
service_167,13266,1,3
service_168,1977,10,19
service_169,977,7,11
service_170,378,3,37
service_171,2274,9,21
service_172,160,5,6
service_173,204,4,1
service_174,11669,6,2
service_175,979,16,4
service_176,546,119,6
service_177,71,108,1
service_178,422,8,1
service_179,492,6,1
service_180,2783,10,23
service_181,15657,84,69
service_182,17691,111,59
service_183,423,5,1
service_184,23610,1,2
service_185,8,4,4
service_186,30,128,3
service_187,2997,11,17
service_188,349,5,47
service_189,5166,116,42
service_190,647,15,10
service_191,18,2,4
service_192,15,1,1
service_193,227,7,45
service_194,596,6,60
service_195,13698,94,57
service_196,10419,95,74
service_197,9,3,3
service_198,11976,6,1
service_199,123,88,2
service_200,22101,4,2
service_201,14777,86,36
service_202,14853,2,2
service_203,2238,8,23
service_204,7073,85,32
service_205,284,3,6
service_206,3612,15,13
service_207,294,3,4
service_208,15,3,2
service_209,130,4,1
service_210,810,11,5
service_211,78,2,5
service_212,88,4,37
service_213,17524,103,68
service_214,22708,5,2
service_215,30,4,3
service_216,157,1,1
service_217,20248,2,2
service_218,560,7,6
service_219,6229,70,30
service_220,231,8,1
service_221,119,3,6
service_222,465,2,44
service_223,203,7,37
service_224,8683,69,47
service_225,1292,8,14
service_226,583,5,58
service_227,879,15,8
service_228,483,5,1
service_229,3,5,1
service_230,377,6,1
service_231,47,2,6
service_232,392,6,3
service_233,391,2,4
service_234,15674,106,47
service_235,3397,14,22
service_236,3,4,3
service_237,171,6,1
service_238,2350,14,23
service_239,10,6,4
service_240,5601,108,35
service_241,259,106,1
service_242,443,1,1
service_243,28,4,1
service_244,21,4,1
service_245,14375,5,1
service_246,449,8,37
service_247,323,5,2
service_248,2272,16,12
service_249,11684,61,44
service_250,872,5,14
service_251,3041,12,20
service_252,426,8,60
service_253,17483,5,1
service_254,98,3,1
service_255,425,6,62
service_256,3,5,49
service_257,28,2,4
service_258,12935,94,51
service_259,17498,119,54
service_260,30,3,2
service_261,19368,4,1
service_262,23,6,1
service_263,198,3,1
service_264,65,5,5
service_265,891,77,4
service_266,938,11,4
service_267,2679,10,13
service_268,26,3,3
service_269,333,2,1
service_270,11226,90,70
service_271,28,5,1
service_272,640,14,14
service_273,233,2,57
service_274,502,11,6
service_275,30,1,50
service_276,151,3,3
service_277,75,4,1
service_278,1696,10,13
service_279,318,4,1
service_280,1951,15,22
service_281,471,5,30
service_282,29,3,2
service_283,852,9,13
service_284,435,5,59
service_285,204,7,60
service_286,642,10,13
service_287,589,102,6
service_288,23,7,47
service_289,290,6,6
service_290,311,6,4
service_291,236,6,44
service_292,20172,3,3
service_293,3573,9,22
service_294,159,4,1
service_295,750,81,1
service_296,335,7,41
service_297,12165,5,2
service_298,13221,84,40
service_299,494,5,51
